Titolo,Codice,Tipo,Volume,"Autore 1","Autore 2","Autore 3",Anno di pubblicazione,Luogo,Editore,Tags,Fondo,pdf
Memorie di un rivoluzionario,01.1.KROMEM,Libro edito,,"Kropotkin, P.A.",,,1968,Roma,Editori Riuniti,"Politica,Comunismo",Venturati
Dedicato a te cara,01.1.KVLDED,Libro edito,,"Kvlividze, Mikail",,,1961,Milano,Edizioni Avanti!,Poesia,Venturati
La concezione materialistica della storia,01.1.LABCON,Libro edito,,"Labriola, Antonio",,,1965,Bari,Laterza,Filosofia,Venturati
In memoria del Manifesto del Partito Comunista,01.1.LABINM,Libro edito,,"Labriola, Antonio",,,1960,Milano,Edizioni Avanti!,"Politica,Comunismo",Venturati
Lettere a Engels,01.1.LABLET,Libro edito,,"Labriola, Antonio",,,1949,Roma,Edizioni Rinascita,Filosofia,Venturati
Saggio sul materialismo storico,01.1.LABSAG,Libro edito,,"Labriola, Antonio",,,1964,Roma,Editori Riuniti,Filosofia,Venturati
Finestre aperte a Botteghe Oscure,01.1.LAJFIN,Libro edito,,"Lajolo, Davide",,,1975,Milano,Rizzoli,"Politica,Comunismo",Venturati
Il Complesso di Nerone,01.1.LEDCOM,Libro edito,,"Ledeen, Michael A.",,,1978,Milano,Editoriale Nuova,Storia,Venturati
Napoleone,01.1.LEFNAP,Libro edito,,"Lefebvre, Georges",,,1960,Bari,Laterza,"Biografico,Storia",Venturati
La rivoluzione d'ottobre,01.1.LENRIV,Libro edito,,Lenin,,,1956,Roma,Edizioni Rinascita,"Politica,Comunismo",Venturati
Democrazia di piano,01.1.LEODEM,Libro edito,,"Leonardi, Silvio",,,1966,Torino,Einaudi,"Economia,Comunismo",Venturati
Teoria e prassi dell'austromarxismo,01.1.LESTEO,Libro edito,,"Leser, Norbert",,,1979,Milano,Edizioni Avanti!,"Politica,Comunismo",Venturati
Ricordi dei fratelli Rosselli,01.1.LEVRIC,Libro edito,,"Levi, Alessandro",,,1947,Firenze,La Nuova Italia,"Biografico,Resistenza",Venturati
Dizionario dei fatti italiani 1861-2016,01.1.LIBDIZ,Libro edito,,"Liberali, Sandro",,,2016,Milano,ITrePonti,Storia,Venturati
Lettere 1915-1918,01.1.LIELET,Libro edito,,"Liebknecht, Karl","Luxemburg, Rosa",,1967,Roma,Editori Riuniti,"Politica,Socialismo",Venturati
Competere per coesistere,01.1.LIPCOM,Libro edito,,"Lippman, Walter",,,1959,Torino,Einaudi,"Politica,Economia",Venturati
Gli scopi di guerra degli Stati Uniti,01.1.LIPSCO,Libro edito,,"Lippmann, Walter",,,1946,Torino,Einaudi,"Politica,Esteri",Venturati
Inchiesta sulla gioventù sovietica,01.1.LIVINC,Libro edito,,"Livi, Augusto",,,1961,Torino,Einaudi,"Inchiesta,Comunismo,Esteri",Venturati
Il regno di Badoglio,01.1.LIZREG,Libro edito,,"Lizzadri, Oreste",,,1963,Milano,Edizioni Avanti!,Storia,Venturati
Il paese sbagliato,01.1.LODPAE,Libro edito,,"Lodi, Mario",,,1970,Torino,Einaudi,Inchiesta,Venturati
I quaderni di Piadena,01.1.LODQUA,Libro edito,,"Lodi, Mario","Morandi, Giuseppe",,1962,Milano,Edizioni Avanti!,Storia,Venturati
L'alternativa socialista,01.1.LOMLAL,Libro edito,,"Lombardi, Riccardo",,,1976,Cosenza,Lerici,"Politica,Socialismo",Venturati
Scritti politici 1945-1963,01.1.LOMSCR,Libro edito,,"Lombardi, Riccardo",,,1978,Padova,Marsilio,"Politica,Socialismo",Venturati
I centri dirigenti del PCI nella Resistenza,01.1.LONCEN,Libro edito,,"Longo, Luigi",,,1977,Roma,Editori Riuniti,"Storia,Comunismo",Venturati
Breve storia della letteratura tedesca,01.1.LUKBRE,Libro edito,,"Lukacs, Gyorgy",,,1956,Torino,Einaudi,"Storia,Letteratura",Venturati
Donne come te,01.1.LUSDON,Libro edito,,"Lussu, Joyce",,,1957,Milano-Roma,Edizioni Avanti!,Politica,Venturati
Breve storia economica dell'Italia medievale,01.1.LUZBRE,Libro edito,,"Luzzato, Gino",,,1965,Torino,Einaudi,"Storia,Economia",Venturati
La pelle,01.1.MALPEL,Libro edito,,"Malaparte, Curzio",,,1949,Roma-Milano,Aria d'Italia,Narrativa,Venturati
Riformisti e rivoluzionari,01.1.MAMRIF,Libro edito,,"Mammarella, Giuseppe",,,1980,Padova,Marsilio,Storia,Venturati
Alternativa compromesso socialismo,01.1.MANALT,Libro edito,,"Mancini, Giacomo",,,1977,Cosenza,Lerici,"Politica,Socialismo",Venturati
Il mondo in mano,01.1.MANMON,Libro edito,,"Mannocchia, Franco",,,1973,Milano,Corriere dei ragazzi,Educazione,Venturati
La concezione materialistica della storia,01.1.MARCON,Libro edito,,"Marx, Karl","Engels, Friedrich",,1959,Roma,Editori Riuniti,Filosofia,Venturati
"La Conferedazione Generale del Lavoro. Negli atti, nei documenti, nei congressi 1906-1926",01.1.MARCON,Libro edito,,"Marchetti, Luciana",,,1962,Milano,Edizioni Avanti!,"Politica,Operaismo",Venturati
La conquista dei poteri,01.1.MARCON,Libro edito,,"Martinet, Gilles",,,1976,Padova,Marsilio,Politica,Venturati
Eros e civiltà,01.1.MARERO,Libro edito,,"Marcuse, Herbert",,,1964,Torino,Einaudi,Filosofia,Venturati
I giorni sono lunghi,01.1.MARGIO,Libro edito,,"Martini, Quinto",,,1957,Milano-Roma,Edizioni Avnati!,Narrativa,Venturati
Guerra popolare e rivoluzione in Jugoslavia,01.1.MARGUE,Libro edito,,"Marjanovic, Jovan",,,1962,Milano,Edizioni Avanti!,"Storia,Esteri",Venturati
L'africa e la comunità economica europea,01.1.MARLAF,Libro edito,,Mario Andreis,,,1967,Torino,Einaudi,"Economia,Esteri",Venturati
Lavoro salariato e capitale,01.1.MARLAV,Libro edito,,"Marx, Karl",,,1945,Roma,L'Unità,"Politica,Filosofia politica",Venturati
L'uomo a una dimensione,01.1.MARLUO,Libro edito,,"Marcuse, Herbert",,,1968,Torino,Einaudi,Filosofia,Venturati
Socialismo,01.1.MARSOC,Libro edito,,"Marchetti, Mario",,,SD,Roma-Milano,Edizioni Avanti!,"Politica,Socialismo",Venturati
I socialisti e il caso Moro,01.1.MARSOC,Libro edito,,"Martelli, Claudio",Alia,,1983,Roma,Il compagno,"Politica,Socialismo,Inchiesta",Venturati
Storia delle dottrine economiche. David Ricardo,01.1.MARSTO.2,Libro edito,2,"Marx, Karl",,,1955,Torino,Einaudi,"Politica,Economia,Storia",Venturati
Discorsi politici celebri,01.1.MASDIS,Libro edito,,"Masera, Carlo",,,1960,Milano,Nuova Accademia,"Politica,Storia",Venturati
Gli internazionalisti. La Banda del Matese (1876-1878),01.1.MASINT,Libro edito,,"Masini, Pier Carlo",,,1958,Milano-Roma,Edizioni Avanti!,Storia,Venturati
Storia degli anarchici italiani da Bakunin a Malatesta,01.1.MASSTO,Libro edito,,"Masini, Pier Carlo",,,1969,Milano,Rizzoli,"Storia,Anarchismo",Venturati
Contro il fascismo,01.1.MATCON,Libro edito,,"Matteotti, Giacomo",,,1954,Milano-Roma,Edizioni Avanti!,"Politica,Fascismo",Venturati
Il Cittadino Scalfari,01.1.MAUCIT,Libro edito,,"Mauri, Claudio",,,1983,Milano,Sugarco Edizioni,"Biografico,Giornalismo",Venturati
Vita di Marx,01.1.MEHVIT,Libro edito,,"Mehring, Franz",,,1972,Roma,Editori Riuniti,"Biografico,Filosofia",Venturati
La partigiana nuda,01.1.MENPAR,Libro edito,,"Meneghetti, Egidio",,,1958,Milano-Roma,Edizioni Avanti!,"Poesia,Resistenza",Venturati
Preparare l'avvenire,01.1.MENPRE,Libro edito,,"Mendès France, Pierre",,,1968,Milano,Etas Kompass,Politica,Venturati
La repubblica moderna,01.1.MENREP,Libro edito,,"Mendés France, Pierre",,,1963,Torino,Einaudi,Politica,Venturati
"Uomini, aminali e ancora uomini",01.1.MENUOM,Libro edito,,"Meneghetti, Egidio",,,1961,Milano,Edizioni Avanti!,Filosofia,Venturati
Lettere dalle case chiuse,01.1.MERLET,Libro edito,,"Merlin, Lina","Barberis, Carla",,1955,Milano-Roma,Edizioni Avanti!,Politica,Venturati
La clericalizzazione dello Stato,01.1.MEZCLE,Libro edito,,"Mezza, Maria Vittoria",,,1958,Milano-Roma,Edizioni Avanti!,"Politica,Chiesa,Inchiesta",Venturati
La disputa sui partiti,01.1.MICDIS,Libro edito,,Michele Sernini,,,1968,Padova,Marsilio,Politica,Venturati
"Sindacati, progresso tecnico, programmazione economica",01.1.MOMSIN,Libro edito,,"Momigliano, Franco",,,1966,Torino,Einuadi,Economia,Venturati
Studi sulla rivoluzione russa,01.1.MONSTU,Libro edito,,"Mondolfo, Rodolfo",,,1968,Napoli,Morano,"Storia,Esteri,Comunismo",Venturati
Comunità e società industriale,01.1.MORCOM,Libro edito,,"Morandi, Franco",,,1964,Milano,Comunità nuova,Politica,Venturati
Democrazia diretta e ricostruzione capitalistica,01.1.MORDEM,Libro edito,,"Morandi, Rodolfo",,,1960,Torino,Einaudi,"Politica,Economia",Venturati
Lettere al fratello,01.1.MORLET,Libro edito,,"Morandi, Rodolfo",,,1959,Torino,Einaudi,Politica,Venturati
Lotta di popolo,01.1.MORLOT,Libro edito,,"Morandi, Rodolfo",,,1958,Torino,Einaudi,Politica,Venturati
Il partito e la classe,01.1.MORPAR,Libro edito,,"Morandi, Rodolfo",,,1961,Torino,Einaudi,Politica,Venturati
Storia della grande industria in Italia,01.1.MORSTO,Libro edito,,"Morandi, Rodolfo",,,1959,Torino,Einaudi,Storia,Venturati
Una regione per programma,01.1.MUSREG,Libro edito,,"Muscarà, Calogero",,,1968,Padova,Marsilio,"Politica,Amministrazione",Venturati
Gli anni del centro sinistra,01.1.NENANN,Libro edito,,"Nenni, Pietro",,,1981,Milano,Sugarco,"Biografico,Socialismo",Venturati
I conti con la storia. Diari 1967-1971,01.1.NENCON,Libro edito,,"Nenni, Pietro",,,1981,Milano,Sugarco,"Biografico,Socialismo",Venturati
Garibaldi,01.1.NENGAR,Libro edito,,"Nenni, Pietro",,,1961,Milano,Edizione Avanti!,"Politica,Socialismo",Venturati
Le prospettive del socialismo dopo la destalinizzazione,01.1.NENPRO,Libro edito,,"Nenni, Pietro",,,1962,Torino,Einaudi,"Politica,Socialismo",Venturati
Spagna,01.1.NENSPA,Libro edito,,"Nenni, Pietro",,,1962,Milano,Edizioni Avanti!,"Politica,Socialismo",Venturati
Spagna,01.1.NENSPA,Libro edito,,"Nenni, Pietro",,,1958,Milano,Edizioni Avanti!,"Politica,Socialismo",Venturati
Tempo di guerra fredda. Diari 1943-1956,01.1.NENTEM,Libro edito,,"Nenni, Pietro",,,1981,Milano,Sugarco,"Biografico,Esteri,Socialismo,Comunismo",Venturati
Il maggiore è un rosso,01.1.NITMAG,Libro edito,,"Nitti, Francesco Fausto",,,1955,Milano-Roma,Edizioni Avanti!,Storia,Venturati
Il controllo delle nascite,01.1.OLICON,Libro edito,,"Olivetti, Vittoria",,,1957,Milano-Roma,Edizioni Avanti!,"Politica,Economia",Venturati
L'occupazione del potere. I democristiani '45/'75,01.1.ORFLOC,Libro edito,,"Orfei, Ruggero",,,1976,Milano,Longanesi,"Inchiesta,Democrazia Cristiana",Venturati
Critica liberale 1952-1966,01.1.ORSCRI.1,Libro edito,1,"Orsello, Gian Piero",,,1969,,Landi,"Politica,Liberalismo",Venturati
Critica liberale 1952-1966,01.1.ORSCRI.2,Libro edito,2,"Orsello, Gian Piero",,,1969,,Landi,"Politica,Liberalismo",Venturati
Memorie di un italiano terribile,01.1.ORSMEM,Libro edito,,"Orsini, Felice",,,1970,Milano,Club degli Editori,Biografico,Venturati
Da Mindszenty a Grösz,01.1.OTTDAM,Libro edito,,Ottavio Pastore,,,1952,Roma,Macchia,"Storia,Esteri",Venturati
Matteotti socialista,01.1.PAGMAT,Libro edito,,"Pagliuca, Anna",,,1965,Roma,Sezione Stampa e Propaganda della Direzione del PSI,"Biografico,Socialismo,Resistenza,Fascismo",Venturati
Il ragazzo rosso,01.1.PAJRAG,Libro edito,,"Pajetta, Giancarlo",,,1983,Milano,Mondadori,"Biografico,Comunismo",Venturati
I precursori di Lenin,01.1.PALPRE,Libro edito,,"Paléologue, Maurizio",,,1947,,Garzanti,"Politica,Comunismo",Venturati
Mafia e politica. 1943-1962,01.1.PANMAF,Libro edito,,"Pantalone, Michele",,,1962,Torino,Einaudi,"Inchiesta,Storia",Venturati
Ottobre addio,01.1.PANOTT,Libro edito,,"Pansa, Giampaolo",,,1982,Milano,Mondadori,Politica,Venturati
Il Congresso dell'Unità Socialista. Parigi 19-20 luglio 1930,01.1.PARCON,Libro edito,,Partito Socialista Italiano,,,1966,Milano,Critica sociale,"Politica,Socialismo",Venturati
Due mesi con i nazisti,01.1.PARDUE,Libro edito,,"Parri, Ferruccio",,,1973,Roma,Carecas,"Biografico,Fascismo,Resistenza",Venturati
Il comunismo italiano nella seconda guerra mondiale,01.1.PCICOM,Libro edito,,PCI,,,1963,Roma,Editori Riuniti,"Storia,Comunismo",Venturati
Il Partito Socialista Italiano nei suoi Congressi. Volume I: 1892-1902,01.1.PEDPAR.1,Libro edito,1,"Pedone, Franco",,,1959,Milano,Edizioni Avanti!,"Politica,Socialismo",Venturati
Il Partito Socialista Italiano nei suoi Congressi. Volume II: 1902-1917,01.1.PEDPAR.2,Libro edito,2,"Pedone, Franco",,,1961,Milano,Edizioni Avanti!,"Politica,Socialismo",Venturati
Il centauro comunista,01.1.PELCEN,Libro edito,,"Pellicani, Luciano",,,1976,Firenze,Vallecchi,"Politica,Comunismo",Venturati
Gramsci e la questione comunista,01.1.PELGRA,Libro edito,,"Pellicani, Luciano",,,1976,Firenze,Vallecchi,"Politica,Comunismo,Storia,Filosofia politica",Venturati
Conversazione con Umberto Terracini,01.1.PENCON,Libro edito,,"Pendinelli, Mario",,,1981,Milano,Rizzoli,"Politica,Comunismo",Venturati
Il Cittadino. Testo e commento alla Costituzione Italiana,01.1.PESCIT,Libro edito,,"Pestalozza, Luigi",,,1958,Milano-Roma,Edizioni Avanti!,Giuridico,Venturati
Il Cittadino,01.1.PESCIT,Libro edito,,"Pestalozza, Luigi",,,1957,Milano,Edizioni Avanti!,Politica,Venturati
Il diritto di non tremolare,01.1.PESDIR,Libro edito,,"Pestalozza, Luigi",,,1956,Milano-Roma,Edizioni Avanti!,Politica,Venturati
Sulla teoria economica del socialismo,01.1.PETSUL,Libro edito,,"Petriccione, Sandro",,,1963,Milano,Azione Comune,"Economia,Socialismo",Venturati
Gelli. La carriera di un eroe di questa Italia,01.1.PIAGEL,Libro edito,,"Piazzesi, Gianfranco",,,1983,Milano,Garzanti,"Biografico,Inchiesta",Venturati
L'Italia nella prima guerra mondiale,01.1.PIELIT,Libro edito,,"Pieri, Piero",,,1965,Torino,Einaudi,"Storia,Grande Guerra",Venturati
Moro fu vera gloria?,01.1.PIEMOR,Libro edito,,"Pietra, Italo",,,1983,,Garzanti,Inchiesta,Venturati
Meglio rossi che morti?,01.1.PILMEG,Libro edito,,"Pillitteri, Paolo",,,1982,Milano,SugarCo Edizioni,Politica,Venturati
Nero su bianco,01.1.PILNER,Libro edito,,"Pillitteti, Paolo",,,1981,Milano,SugarCo Edizioni,Biografico,Venturati
Somalia '81. Intervista con Siad Barre,01.1.PILSOM,Libro edito,,"Pillitteri, Paolo",,,1981,Milano,Sugarco,"Giornalismo,Esteri",Venturati
Il colpo di Stato del 25 luglio,01.1.PINCOL,Libro edito,,"Pintor, Giaime",,,1974,Torino,Einaudi,"Politica,Inchiesta,Storia,Fascismo",Venturati
Cenno storico d'Italia,01.1.PISCEN,Libro edito,,"Pisacane, Carlo",,,1957,Milano-Roma,Edizioni Avanti!,Storia,Venturati
Dell'arte bellica in Italia,01.1.PISDEL,Libro edito,,"Pisacane, Carlo",,,1957,Milano-Roma,Edizioni Avanti!,Storia,Venturati
Guerra combattuta in Italia negli anni 1848-49,01.1.PISGUE,Libro edito,,"Pisacane, Carlo",,,1961,Milano,Edizioni Avanti!,Storia,Venturati
Ordinamento dell'esercito italiano,01.1.PISORD,Libro edito,,"Pisacane, Carlo",,,1957,Milano-Roma,Edizioni Avanti!,"Amministrazione,Giuridico",Venturati
La rivoluzione,01.1.PISRIV,Libro edito,,"Pisacane, Casrlo",,,1957,Milano-Roma,Edizioni Avanti!,Politica,Venturati
Critone,01.1.PLACRI,Libro edito,,Platone,,,1978,Milano,Signorelli,Filosofia,Venturati
Il nazismo e lo sterminio degli Ebrei,01.1.POLNAZ,Libro edito,,"Poliakov, Léon",,,1961,Torino,Einaudi,Storia,Venturati
L'impresa pubblica nell'esperienza italiana,01.1.POSLIM,Libro edito,,"Posner, M.V.","Woolf, S.J.",,1967,Torino,Einaudi,"Economia,Amministrazione",Venturati
Discorsi per il Congresso socialista del 1968,01.1.PREDIS,Libro edito,,"Preti, Luigi",,,1968,Roma,SETI,"Politica,Socialismo",Venturati
Praxis ed Empirismo,01.1.PREPRA,Libro edito,,"Preti, Giulio",,,1957,Torino,Einaudi,Filosofia,Venturati
Retorica e logica,01.1.PRERET,Libro edito,,"Preti, Giulio",,,1968,Torino,Einaudi,Filosofia,Venturati
32° Congresso Nazionale,01.1.PSI32C,Libro edito,,PSI,,,1957,Milano-Roma,Edizioni Avanti!,"Politica,Socialismo",Venturati
33° Congresso Nazionale. Resoconto stenografico,01.1.PSI33C,Libro edito,,PSI,,,1959,Milano,Edizioni Avanti!,"Politica,Socialismo",Venturati
35° Congresso Nazionale. Resoconto integrale,01.1.PSI35C,Libro edito,,PSI,,,1964,Milano,Edizioni Avanti!,"Politica,Socialismo",Venturati
Il Congresso Costitutivo della Federazione Giovanile Socialista,01.1.PSICON,Libro edito,,PSI,,,1962,Milano,Edizioni Avanti!,"Politica,Socialismo",Venturati
Conferenza Agraria Nazionale. Atti e resoconto,01.1.PSICON,Libro edito,,PSI,,,1958,Milano-Roma,Edizioni Avanti!,"Politica,Socialismo,Amministrazione",Venturati
Governare il cambiamento. Conferenza programmatica del PSI Rimini 1982,01.1.PSIGOV,Libro edito,,PSI,,,1982,Roma,Il compagno,"Politica,Socialismo",Venturati
Governare il cambiamento. Conferenza programmatica del PSI Rimini 1982,01.1.PSIGOV,Libro edito,,PSI,,,1982,Roma,Il compagno,"Politica,Socialismo",Venturati
La Regione Lombarda. Atti del convegno regionale del PSI,01.1.PSIREG,Libro edito,,PSI lombardo,,,1960,Milano,Edizioni Avanti!,"Politica,Socialismo,Amministrazione",Venturati
Donare. Il diario di Anna Maria,01.1.QUODON,Libro edito,,"Quoist, Michel",,,1963,Torino,Borla,Biografico,Venturati
Da Teheran a Yalta,01.1.RAGDAT,Libro edito,,"Ragionieri, Ernesto",,,1965,Roma,Editori Riuniti,"Politica,Esteri,Storia",Venturati
Sessant'anni dopo. 28 ottobre 1922: il giorno che stravolse l'Italia,01.1.RÉPSES,Libro edito,,"Répaci, Antonino",,,1982,Milano,Rizzoli,"Storia,Fascismo",Venturati
Angelo Tasca socialista,01.1.RIOANG,Libro edito,,"Riosa, Alceo",,,1980,Padova,Marsilio,"Biografico,Socialismo",Venturati
L'unificazione socialista,01.1.ROSLUN,Libro edito,,"Rossi, Cesare","Achilli, Fabrizio",,1969,Milano,Palazzi,"Politica,Socialismo",Venturati
No al fascismo,01.1.ROSNOA,Libro edito,,"Rossi, Ernesto",,,1957,Torino,Einaudi,"Politica,Fascismo",Venturati
Piccola storia della biologia,01.1.ROSPIC,Libro edito,,"Rostand, Jean",,,1949,Torino,Einaudi,Storia,Venturati
La scuola delle 150 ore,01.1.ROSSCU,Libro edito,,"Rossetti Pepe, Gabriella",,,1975,Milano,FrancoAngeli,Amministrazione,Venturati
Il contratto sociale,01.1.ROUCON,Libro edito,,"Rousseau, Jean-Jacques",,,1958,Torino,Einaudi,Filosofia politica,Venturati
Gesù guerrigliero dell'indipendenza,01.1.ROYGES,Libro edito,,"Roy, Raoul",,,1979,Milano,Mursia,Politica,Venturati
La grande impresa nella società moderna,01.1.RUFGRA,Libro edito,,"Ruffolo, Giorgio",,,1967,Torino,Einaudi,Economia,Venturati
Giovanni Verga,01.1.RUSGIO,Libro edito,,"Russo, Luidi",,,1976,Roma-Bari,Laterza,"Biografico,Letteratura",Venturati
la boje!,01.1.SALBOJ,Libro edito,,"Salvadori, Rinaldo",,,1962,Milano,Edizioni Avanti!,Narrativa,Venturati
Clericali e laici,01.1.SALCLE,Libro edito,,"Salvemini, Gaetano",,,1958,Milano,Parenti,"Politica,Chiesa",Venturati
Il compromesso storico. Obiezioni di un comunista,01.1.SALCOM,Libro edito,,"Salerno, Michele",,,1977,Roma,Lerici,"Politica,Comunismo",Venturati
Educazione. Ragione e democrazione,01.1.SALEDU,Libro edito,,"Salvadori, Massimo",,,1959,Roma,Opere Nuove,Educazione,Venturati
Gaetano Salvemini,01.1.SALGAE,Libro edito,,"Salvadori, Massimo L.",,,1963,Torino,Einaudi,Biografico,Venturati
Pensiero e azione del Risorgimento,01.1.SALPEN,Libro edito,,"Salvatorelli, Luigi",,,1960,Torino,Einaudi,Storia,Venturati
Scritti sulla questione meridionale,01.1.SALSCR,Libro edito,,"Salvemini, Gaetano",,,1955,Torino,Einaudi,Politica,Venturati
Stato e chiesa,01.1.SALSTA,Libro edito,,"Salvatorelli, Luigi",,,1957,Bari,Laterza,"Politica,Chiesa",Venturati
L'Italia delle regioni,01.1.SANLIT,Libro edito,,"Santarelli, Enzo",,,1966,Roma,LDC,"Politica,Amministrazione",Venturati
La classe operaia nella Germania Est,01.1.SARCLA,Libro edito,,"Sarel, Benno",,,1959,Torino,Einaudi,"Inchiesta,Operaismo,Esteri",Venturati
Giovanni Faraboli. Apostolo di socialismo e di italianità,01.1.SARGIO,Libro edito,,"Saragat, Giuseppe",,,1955,Reggio Emilia,La Giustizia,"Politica,Socialismo,Biografico",Venturati
L'economia nei paesi industrializzati,01.1.SARLEC,Libro edito,,"Saraceno, P.",,,1970,Milano,Etas Kompass,Economia,Venturati
Quaranta anni di lotta per la democrazia. Scritti e discorsi 1925-1965,01.1.SARQUA,Libro edito,,"Saragat, Giuseppe",,,1966,Milano,Mursia,"Politica,Socialismo",Venturati
Socialismo democratico e socialismo totalitario. Per l'autonomia del Partito Socialista,01.1.SARSOC,Libro edito,,"Saragat, Giuseppe",,,1946,Milano,Critica Sociale,"Politica,Socialismo",Venturati
Federazione Sindacale Mondiale,01.1.SASFED,Libro edito,,"Sassano, Fidia",,,1967,Milano,Azione Comune,"Politica,Esteri",Venturati
Storia della letteratura francese,01.1.SAUSTO,Libro edito,,"Saunier, V. L.",,,1964,Torino,Einaudi,"Storia,Letteratura",Venturati
Interviste ai potenti,01.1.SCAINT,Libro edito,,"Scalfari, Eugenio",,,1979,Milano,Mondadori,"Giornalismo,Politica",Venturati
L'autunno della Repubblica. La mappa del potere in Italia,01.1.SCALAU,Libro edito,,"Scalfari, Eugenio",,,1969,Milano,Etas Kompass,"Inchiesta,Politica",Venturati
I Mille Giorni di John F. Kennedy,01.1.SCHMIL,Libro edito,,"Schlesinger, Arthur M.",,,1966,Milano,Rizzoli Editore,"Storia,Esteri",Venturati
Il Partito Comunista nell'URSS,01.1.SCHPAR,Libro edito,,"Schlesinger, Rudolf",,,1962,Milano,Feltrinelli,"Politica,Esteri,Comunismo",Venturati
Lapalma va a nord,01.1.SCILAP,Libro edito,,"Sciascia, Leonardo",,,1982,Milano,Gammalibri,Inchiesta,Venturati
Nero su nero,01.1.SCINER,Libro edito,,"Sciascia, Leonardo",,,1979,Torino,Einaudi,Biografico,Venturati
Chiesa e Stato nella storia d'Italia,01.1.SCOCHI,Libro edito,,"Scoppola, Pietro",,,1967,Bari,Laterza,"Storia,Chiesa",Venturati
Dissenso politico e violenza,01.1.SEGDIS,Libro edito,,"Segre, Umberto",,,1980,Padova,Marsilio,Politica,Venturati
Filosofia delle scienze,01.1.SELFIL,Libro edito,,"Selvaggi, Filippo",,,1953,Roma,Civiltà Cattolica,Filosofia,Venturati
Un bagaglio che scotta,01.1.SENBAG,Libro edito,,"Seniga, Giulio",,,1973,Milano,Azione Comune,Biografico,Venturati
Togliatti e Stalin,01.1.SENTOG,Libro edito,,"Seniga, Giulio",,,1961,Roma,Sugarco,"Politica,Comunismo",Venturati
La sfida americana,01.1.SERSFI,Libro edito,,"Servan-Schreiber, Jean-Jacques",,,1968,Milano,Etas Kompass,"Politica,Esteri",Venturati
Dizionario storico politico italiano,01.1.SESDIZ,Libro edito,,"Sestan, Ernesto",,,1971,Firenze,Sansoni,Politica,Venturati
La verità sull'economia cecoslovacca,01.1.SIKVER,Libro edito,,"Sik, Ota",,,1969,Milano,Etas Kompass,"Economia,Esteri,Comunismo",Venturati
Quando muore un comunista,01.1.SIRQUA,Libro edito,,"Sironi, Antonio",,,1955,Milano,Edizioni Avanti!,"Narrativa,Comunismo",Venturati
Eugenio Colorni,01.1.SOLEUG,Libro edito,,"Solari, Leo",,,1980,Padova,Marsilio,"Biografico,Resistenza",Venturati
La revisione del concordato,01.1.SPAREV,Libro edito,,"Spadolini, Giovanni",,,1979,Firenze,Le Monnier,"Politica,Chiesa,Giuridico",Venturati
La Questione Italiana al Terzo Congresso della Internazionale Comunista,01.1.SPRQUE,Libro edito,,"Spriano, Paolo",,,1980,Roma,Editori Riuniti,"Politica,Comunismo",Venturati
I Bonaparte. Storia di una famiglia,01.1.STABON,Libro edito,,"Stacton, David",,,1967,Milano,Club degli Editori,Storia,Venturati
Questioni del leninismo,01.1.STAQUE,Libro edito,,"Stalin, Giuseppe",,,1946,Mosca,Edizioni in lingue estere,"Politica,Comunismo",Venturati
Storia di preti e di palazzinari,01.1.STASTO,Libro edito,,"Statera, Alberto",,,1977,Roma,L'Espresso,"Inchiesta,Chiesa",Venturati
Dialogo con Giorgio Bocca sui fantasmi d'una generazione,01.1.STEDIA,Libro edito,,"Sterpa, Egidio",,,1978,Milano,Nuova Editoriale,Politica,Venturati
Il Verdetto dei tre decenni,01.1.STEVER,Libro edito,,"Steinberg, Julien",,,1952,Milano,Sperling & Kupfer,Politica,Venturati
Teoria della politica estera americana,01.1.SWETEO,Libro edito,,"Sweezy, Paul M.","Huberman, Leo",,1963,Torino,Einaudi,"Politica,Esteri",Venturati
Gaetano Salvemini nel cinquantennio liberale,01.1.TAGGAE,Libro edito,,"Tagliacozzo, Enzo",,,1958,Firenze,La Nuova Italia,"Politica,Storia",Venturati
Il senso della morte e l'amore della vita nel Rinascimento,01.1.TENSEN,Libro edito,,"Tenenti, Alberto",,,1957,Torino,Einaudi,Storia,Venturati
Abramo Lincoln,01.1.THOABR,Libro edito,,"Thomas, Benjamin",,,1964,Torino,Einaudi,"Biografico,Storia",Venturati
Viaggio in India,01.1.TODVIA,Libro edito,,"Todisco, Alfredo",,,1962,Torino,Einaudi,Narrativa,Venturati
Storia dell'evoluzione biologica,01.1.TOFSTO,Libro edito,,"Tofini, Paolo",,,1960,Milano,Edizioni Avanti!,Storia,Venturati
Da Salerno a Yalta. Vent'anni di lotta politica negli articoli di Rinascita,01.1.TOGDAS,Libro edito,,"Togliatti, Palmiro",,,1984,Roma,Rinascita,"Politica,Storia,Comunismo",Venturati
La formazione del gruppo dirigente del Partito Comunista Italiano,01.1.TOGFOR,Libro edito,,"Togliatti, Palmiro",,,1962,Roma,Editori Riuniti,"Politica,Comunismo",Venturati
Con l'armata italiana in Russia,01.1.TOLCON,Libro edito,,"Tolloy, Giusto",,,1947,Torino,De Silva,"Storia,Esteri",Venturati
Filippo Turati,01.1.TREFIL,Libro edito,,"Treves, Claudio",,,1945,Roma-Milano,Avanti!,"Biografico,Socialismo",Venturati
